Source,Target,Weight,colour
C13H14O5N2,C19H24O8N2,1,4
C13H13O6N1,C19H23O9N1,1,4
C13H17O4N3,C19H27O7N3,1,4
C15H21O4N1,C21H31O7N1,1,4
C12H12O6N2,C18H22O9N2,1,4
C13H16O5N2,C19H26O8N2,1,4
C14H19O5N1,C20H29O8N1,1,4
C12H14O6N2,C18H24O9N2,1,4
C11H14O5N4,C17H24O8N4,1,4
C12H18O4N4,C18H28O7N4,1,4
C11H9O6N1S1,C17H19O9N1S1,1,4
C12H13O7N1,C18H23O10N1,1,4
C15H13O3N3,C21H23O6N3,1,4
C13H17O6N1,C19H27O9N1,1,4
C12H17O5N3,C18H27O8N3,1,4
C14H21O5N1,C20H31O8N1,1,4
C13H21O4N3,C19H31O7N3,1,4
C15H25O4N1,C21H35O7N1,1,4
C11H11O8N1,C17H21O11N1,1,4
C12H15O7N1,C18H25O10N1,1,4
C15H15O3N3,C21H25O6N3,1,4
C12H19O5N3,C18H29O8N3,1,4
C14H23O5N1,C20H33O8N1,1,4
C14H10O5N2,C20H20O8N2,1,4
C15H14O4N2,C21H24O7N2,1,4
C14H14O3N4,C20H24O6N4,1,4
C11H13O8N1,C17H23O11N1,1,4
C15H13O5N1,C21H23O8N1,1,4
C14H13O4N3,C20H23O7N3,1,4
C12H17O7N1,C18H27O10N1,1,4
C15H17O3N3,C21H27O6N3,1,4
C16H21O2N3,C22H31O5N3,1,4
C11H12O9,C17H22O12,1,4
C14H12O5N2,C20H22O8N2,1,4
C14H16O3N4,C20H26O6N4,1,4
C14H11O6N1,C20H21O9N1,1,4
C13H11O5N3,C19H21O8N3,1,4
C15H15O5N1,C21H25O8N1,1,4
C14H15O4N3,C20H25O7N3,1,4
C11H19O6N3,C17H29O9N3,1,4
C15H19O3N3,C21H29O6N3,1,4
C13H10O6N2,C19H20O9N2,1,4
C11H14O9,C17H24O12,1,4
C14H14O5N2,C20H24O8N2,1,4
C13H14O4N4,C19H24O7N4,1,4
C14H18O3N4,C20H28O6N4,1,4
C14H13O6N1,C20H23O9N1,1,4
C13H13O5N3,C19H23O8N3,1,4
C14H17O4N3,C20H27O7N3,1,4
C13H12O6N2,C19H22O9N2,1,4
C14H16O5N2,C20H26O8N2,1,4
C13H16O4N4,C19H26O7N4,1,4
C14H20O3N4,C20H30O6N4,1,4
C13H11O7N1,C19H21O10N1,1,4
C12H11O6N3,C18H21O9N3,1,4
C14H15O6N1,C20H25O9N1,1,4
C13H15O5N3,C19H25O8N3,1,4
C14H19O4N3,C20H29O7N3,1,4
C12H10O7N2,C18H20O10N2,1,4
C13H14O6N2,C19H24O9N2,1,4
C13H18O4N4,C19H28O7N4,1,4
C14H22O3N4,C20H32O6N4,1,4
C13H13O7N1,C19H23O10N1,1,4
C14H17O6N1,C20H27O9N1,1,4
C13H17O5N3,C19H27O8N3,1,4
C17H17O2N3,C23H27O5N3,1,4
C15H21O5N1,C21H31O8N1,1,4
C16H25O4N1,C22H35O7N1,1,4
C13H16O6N2,C19H26O9N2,1,4
C13H20O4N4,C19H30O7N4,1,4
C12H11O8N1,C18H21O11N1,1,4
C13H15O7N1,C19H25O10N1,1,4
C16H15O3N3,C22H25O6N3,1,4
C14H19O6N1,C20H29O9N1,1,4
C15H23O5N1,C21H33O8N1,1,4
C12H26O6S1,C18H36O9S1,1,4
C12H13O8N1,C18H23O11N1,1,4
C15H13O4N3,C21H23O7N3,1,4
C14H21O6N1,C20H31O9N1,1,4
C13H21O5N3,C19H31O8N3,1,4
C15H25O5N1,C21H35O8N1,1,4
C14H12O4N4,C20H22O7N4,1,4
C15H16O3N4,C21H26O6N4,1,4
C16H15O5N1,C22H25O8N1,1,4
C15H15O4N3,C21H25O7N3,1,4
C15H27O5N1,C21H37O8N1,1,4
C14H10O6N2,C20H20O9N2,1,4
C12H14O9,C18H24O12,1,4
C15H14O5N2,C21H24O8N2,1,4
C15H18O3N4,C21H28O6N4,1,4
C15H13O6N1,C21H23O9N1,1,4
C14H13O5N3,C20H23O8N3,1,4
C13H13O4N5,C19H23O7N5,1,4
C15H17O4N3,C21H27O7N3,1,4
C14H12O6N2,C20H22O9N2,1,4
C12H16O9,C18H26O12,1,4
C13H12O5N4,C19H22O8N4,1,4
C15H16O5N2,C21H26O8N2,1,4
C14H16O4N4,C20H26O7N4,1,4
C15H20O3N4,C21H30O6N4,1,4
C15H15O6N1,C21H25O9N1,1,4
C14H15O5N3,C20H25O8N3,1,4
C15H19O4N3,C21H29O7N3,1,4
C14H14O6N2,C20H24O9N2,1,4
C14H18O4N4,C20H28O7N4,1,4
C15H22O3N4,C21H32O6N4,1,4
C14H13O7N1,C20H23O10N1,1,4
C14H17O5N3,C20H27O8N3,1,4
C13H12O7N2,C19H22O10N2,1,4
C14H16O6N2,C20H26O9N2,1,4
C13H16O5N4,C19H26O8N4,1,4
C14H20O4N4,C20H30O7N4,1,4
C15H24O3N4,C21H34O6N4,1,4
C12H11O7N3,C18H21O10N3,1,4
C15H19O6N1,C21H29O9N1,1,4
C14H22O4N4,C20H32O7N4,1,4
C13H13O8N1,C19H23O11N1,1,4
C14H17O7N1,C20H27O10N1,1,4
C17H17O3N3,C23H27O6N3,1,4
C16H25O5N1,C22H35O8N1,1,4
C12H16O6N4,C18H26O9N4,1,4
C13H15O8N1,C19H25O11N1,1,4
C16H15O4N3,C22H25O7N3,1,4
C17H19O3N3,C23H29O6N3,1,4
C16H27O5N1,C22H37O8N1,1,4
C15H14O4N4,C21H24O7N4,1,4
C12H13O9N1,C18H23O12N1,1,4
C16H13O6N1,C22H23O9N1,1,4
C16H17O4N3,C22H27O7N3,1,4
C13H21O6N3,C19H31O9N3,1,4
C15H25O6N1,C21H35O9N1,1,4
C16H29O5N1,C22H39O8N1,1,4
C16H16O5N2,C22H26O8N2,1,4
C16H20O3N4,C22H30O6N4,1,4
C16H15O6N1,C22H25O9N1,1,4
C15H15O5N3,C21H25O8N3,1,4
C14H15O4N5,C20H25O7N5,1,4
C12H14O10,C18H24O13,1,4
C15H14O6N2,C21H24O9N2,1,4
C14H14O5N4,C20H24O8N4,1,4
C16H18O5N2,C22H28O8N2,1,4
C15H18O4N4,C21H28O7N4,1,4
C16H22O3N4,C22H32O6N4,1,4
C16H17O6N1,C22H27O9N1,1,4
C15H17O5N3,C21H27O8N3,1,4
C14H17O4N5,C20H27O7N5,1,4
C17H21O5N1,C23H31O8N1,1,4
C16H21O4N3,C22H31O7N3,1,4
C14H12O7N2,C20H22O10N2,1,4
C12H16O10,C18H26O13,1,4
C15H20O4N4,C21H30O7N4,1,4
C15H15O7N1,C21H25O10N1,1,4
C15H19O5N3,C21H29O8N3,1,4
C14H19O4N5,C20H29O7N5,1,4
C14H14O7N2,C20H24O10N2,1,4
C13H14O6N4,C19H24O9N4,1,4
C14H18O5N4,C20H28O8N4,1,4
C16H26O3N4,C22H36O6N4,1,4
C15H17O7N1,C21H27O10N1,1,4
C13H12O8N2,C19H22O11N2,1,4
C14H20O5N4,C20H30O8N4,1,4
C15H24O4N4,C21H34O7N4,1,4
C14H15O8N1,C20H25O11N1,1,4
C13H18O6N4,C19H28O9N4,1,4
C17H17O4N3,C23H27O7N3,1,4
C16H25O6N1,C22H35O9N1,1,4
C17H29O5N1,C23H39O8N1,1,4
C13H20O6N4,C19H30O9N4,1,4
C16H15O5N3,C22H25O8N3,1,4
C16H18O4N4,C22H28O7N4,1,4
C16H17O5N3,C22H27O8N3,1,4
C15H17O4N5,C21H27O7N5,1,4
C16H16O6N2,C22H26O9N2,1,4
C15H16O5N4,C21H26O8N4,1,4
C16H20O4N4,C22H30O7N4,1,4
C17H24O3N4,C23H34O6N4,1,4
C16H15O7N1,C22H25O10N1,1,4
C14H15O5N5,C20H25O8N5,1,4
C16H19O5N3,C22H29O8N3,1,4
C15H19O4N5,C21H29O7N5,1,4
C15H14O7N2,C21H24O10N2,1,4
C16H18O4N2S1,C22H28O7N2S1,1,4
C15H18O5N4,C21H28O8N4,1,4
C16H22O4N4,C22H32O7N4,1,4
C17H26O3N4,C23H36O6N4,1,4
C16H17O7N1,C22H27O10N1,1,4
C15H17O6N3,C21H27O9N3,1,4
C14H17O5N5,C20H27O8N5,1,4
C14H16O6N4,C20H26O9N4,1,4
C16H24O4N4,C22H34O7N4,1,4
C16H19O7N1,C22H29O10N1,1,4
C15H22O5N4,C21H32O8N4,1,4
C15H17O8N1,C21H27O11N1,1,4
C17H25O6N1,C23H35O9N1,1,4
C18H29O5N1,C24H39O8N1,1,4
C18H20O3N4,C24H30O6N4,1,4
C15H24O5N4,C21H34O8N4,1,4
C14H15O9N1,C20H25O12N1,1,4
C13H18O7N4,C19H28O10N4,1,4
C14H22O6N4,C20H32O9N4,1,4
C16H17O4N5,C22H27O7N5,1,4
C17H20O4N4,C23H30O7N4,1,4
C17H15O7N1,C23H25O10N1,1,4
C13H19O8N3,C19H29O11N3,1,4
C16H14O7N2,C22H24O10N2,1,4
C16H18O5N4,C22H28O8N4,1,4
C17H22O4N4,C23H32O7N4,1,4
C16H17O6N3,C22H27O9N3,1,4
C15H17O5N5,C21H27O8N5,1,4
C16H21O4N5,C22H31O7N5,1,4
C15H12O8N2,C21H22O11N2,1,4
C16H16O7N2,C22H26O10N2,1,4
C13H20O9N2,C19H30O12N2,1,4
C16H20O5N4,C22H30O8N4,1,4
C17H24O4N4,C23H34O7N4,1,4
C16H15O8N1,C22H25O11N1,1,4
C15H14O8N2,C21H24O11N2,1,4
C15H21O5N5,C21H31O8N5,1,4
C14H16O7N4,C20H26O10N4,1,4
C15H20O6N4,C21H30O9N4,1,4
C18H29O6N1,C24H39O9N1,1,4
C14H20O7N4,C20H30O10N4,1,4
C17H19O4N5,C23H29O7N5,1,4
C18H14O8,C24H24O11,1,4
C17H18O5N4,C23H28O8N4,1,4
C19H26O3N4,C25H36O6N4,1,4
C17H21O4N5,C23H31O7N5,1,4
C17H20O5N4,C23H30O8N4,1,4
C18H24O4N4,C24H34O7N4,1,4
C17H23O4N5,C23H33O7N5,1,4
C16H14O8N2,C22H24O11N2,1,4
C16H18O6N4,C22H28O9N4,1,4
C17H22O5N4,C23H32O8N4,1,4
C18H26O4N4,C24H36O7N4,1,4
C17H17O8N1,C23H27O11N1,1,4
C15H17O6N5,C21H27O9N5,1,4
C16H16O8N2,C22H26O11N2,1,4
C16H20O6N4,C22H30O9N4,1,4
C15H18O7N4,C21H28O10N4,1,4
C15H22O7N4,C21H32O10N4,1,4
C18H23O4N5,C24H33O7N5,1,4
C18H22O5N4,C24H32O8N4,1,4
C19H26O4N4,C25H36O7N4,1,4
C16H17O6N5,C22H27O9N5,1,4
C17H21O5N5,C23H31O8N5,1,4
C18H25O4N5,C24H35O7N5,1,4
C19H28O4N4,C25H38O7N4,1,4
C16H19O6N5,C22H29O9N5,1,4
C15H17O7N5,C21H27O10N5,1,4
C16H21O6N5,C22H31O9N5,1,4
C17H25O5N5,C23H35O8N5,1,4
C16H20O7N4,C22H30O10N4,1,4
C17H24O6N4,C23H34O9N4,1,4
C18H21O5N5,C24H31O8N5,1,4
C18H22O6N4,C24H32O9N4,1,4
C19H26O5N4,C25H36O8N4,1,4
C18H25O5N5,C24H35O8N5,1,4
C17H20O7N4,C23H30O10N4,1,4
C18H24O6N4,C24H34O9N4,1,4
C17H23O6N5,C23H33O9N5,1,4
C18H21O6N5,C24H31O9N5,1,4
C19H25O5N5,C25H35O8N5,1,4
C17H19O7N5,C23H29O10N5,1,4
C19H27O5N5,C25H37O8N5,1,4
C18H22O7N4,C24H32O10N4,1,4
C19H26O6N4,C25H36O9N4,1,4
C19H29O5N5,C25H39O8N5,1,4
C29H38O10,C35H48O13,1,4
C6H8O5,C12H20O8,1,5
C7H10O5,C13H22O8,1,5
C10H17O3N1,C16H29O6N1,1,5
C8H11O5N1,C14H23O8N1,1,5
C9H15O4N1,C15H27O7N1,1,5
C10H15O4N1,C16H27O7N1,1,5
C9H14O4N2,C15H26O7N2,1,5
C11H17O4N1,C17H29O7N1,1,5
C9H12O7,C15H24O10,1,5
C8H10O6S1,C14H22O9S1,1,5
C8H14O4N2S1,C14H26O7N2S1,1,5
C13H17O3N1,C19H29O6N1,1,5
C12H12O5,C18H24O8,1,5
C12H17O4N1,C18H29O7N1,1,5
C13H21O3N1,C19H33O6N1,1,5
C11H12O6,C17H24O9,1,5
C11H15O5N1,C17H27O8N1,1,5
C12H19O4N1,C18H31O7N1,1,5
C11H19O3N3,C17H31O6N3,1,5
C13H23O3N1,C19H35O6N1,1,5
C10H13O6N1,C16H25O9N1,1,5
C9H13O5N3,C15H25O8N3,1,5
C11H17O5N1,C17H29O8N1,1,5
C12H21O4N1,C18H33O7N1,1,5
C10H12O7,C16H24O10,1,5
C9H10O8,C15H22O11,1,5
C10H14O7,C16H26O10,1,5
C13H17O4N1,C19H29O7N1,1,5
C14H21O3N1,C20H33O6N1,1,5
C10H20O5S1,C16H32O8S1,1,5
C12H15O5N1,C18H27O8N1,1,5
C13H19O4N1,C19H31O7N1,1,5
C14H23O3N1,C20H35O6N1,1,5
C11H13O6N1,C17H25O9N1,1,5
C12H17O5N1,C18H29O8N1,1,5
C13H21O4N1,C19H33O7N1,1,5
C14H25O3N1,C20H37O6N1,1,5
C11H12O7,C17H24O10,1,5
C10H11O7N1,C16H23O10N1,1,5
C11H15O6N1,C17H27O9N1,1,5
C10H15O5N3,C16H27O8N3,1,5
C12H19O5N1,C18H31O8N1,1,5
C11H14O7,C17H26O10,1,5
C12H21O5N1,C18H33O8N1,1,5
C10H12O8,C16H24O11,1,5
C9H10O7S1,C15H22O10S1,1,5
C14H17O4N1,C20H29O7N1,1,5
C15H21O3N1,C21H33O6N1,1,5
C12H11O6N1,C18H23O9N1,1,5
C14H19O4N1,C20H31O7N1,1,5
C15H23O3N1,C21H35O6N1,1,5
C12H13O6N1,C18H25O9N1,1,5
C14H21O4N1,C20H33O7N1,1,5
C11H11O7N1,C17H23O10N1,1,5
C12H15O6N1,C18H27O9N1,1,5
C13H19O5N1,C19H31O8N1,1,5
C14H23O4N1,C20H35O7N1,1,5
C15H27O3N1,C21H39O6N1,1,5
C11H13O7N1,C17H25O10N1,1,5
C10H13O6N3,C16H25O9N3,1,5
C15H13O4N1,C21H25O7N1,1,5
C11H17O5N3,C17H29O8N3,1,5
C13H21O5N1,C19H33O8N1,1,5
C14H25O4N1,C20H37O7N1,1,5
C11H12O8,C17H24O11,1,5
C14H11O5N1,C20H23O8N1,1,5
C12H19O6N1,C18H31O9N1,1,5
C11H14O8,C17H26O11,1,5
C14H14O4N2,C20H26O7N2,1,5
C12H9O5N3,C18H21O8N3,1,5
C14H17O3N3,C20H29O6N3,1,5
C13H12O5N2,C19H24O8N2,1,5
C13H11O6N1,C19H23O9N1,1,5
C13H15O4N3,C19H27O7N3,1,5
C15H19O4N1,C21H31O7N1,1,5
C16H23O3N1,C22H35O6N1,1,5
C12H10O6N2,C18H22O9N2,1,5
C13H14O5N2,C19H26O8N2,1,5
C11H13O4N5,C17H25O7N5,1,5
C14H17O5N1,C20H29O8N1,1,5
C12H12O6N2,C18H24O9N2,1,5
C11H12O5N4,C17H24O8N4,1,5
C12H16O4N4,C18H28O7N4,1,5
C13H20O3N4,C19H32O6N4,1,5
C12H11O7N1,C18H23O10N1,1,5
C13H15O6N1,C19H27O9N1,1,5
C12H15O5N3,C18H27O8N3,1,5
C14H19O5N1,C20H31O8N1,1,5
C13H19O4N3,C19H31O7N3,1,5
C15H23O4N1,C21H35O7N1,1,5
C11H14O5N4,C17H26O8N4,1,5
C12H18O4N4,C18H30O7N4,1,5
C12H13O7N1,C18H25O10N1,1,5
C15H13O3N3,C21H25O6N3,1,5
C12H17O5N3,C18H29O8N3,1,5
C14H21O5N1,C20H33O8N1,1,5
C13H21O4N3,C19H33O7N3,1,5
C15H25O4N1,C21H37O7N1,1,5
C15H12O4N2,C21H24O7N2,1,5
C14H12O3N4,C20H24O6N4,1,5
C11H11O8N1,C17H23O11N1,1,5
C15H11O5N1,C21H23O8N1,1,5
C14H11O4N3,C20H23O7N3,1,5
C12H15O7N1,C18H27O10N1,1,5
C15H15O3N3,C21H27O6N3,1,5
C16H19O2N3,C22H31O5N3,1,5
C14H10O5N2,C20H22O8N2,1,5
C14H14O3N4,C20H26O6N4,1,5
C15H13O5N1,C21H25O8N1,1,5
C14H13O4N3,C20H25O7N3,1,5
C11H17O6N3,C17H29O9N3,1,5
C15H17O3N3,C21H29O6N3,1,5
C11H12O9,C17H24O12,1,5
C14H12O5N2,C20H24O8N2,1,5
C13H12O4N4,C19H24O7N4,1,5
C14H16O3N4,C20H28O6N4,1,5
C14H11O6N1,C20H23O9N1,1,5
C13H11O5N3,C19H23O8N3,1,5
C14H15O4N3,C20H27O7N3,1,5
C13H10O6N2,C19H22O9N2,1,5
C14H14O5N2,C20H26O8N2,1,5
C13H14O4N4,C19H26O7N4,1,5
C14H18O3N4,C20H30O6N4,1,5
C14H13O6N1,C20H25O9N1,1,5
C13H13O5N3,C19H25O8N3,1,5
C14H17O4N3,C20H29O7N3,1,5
C13H12O6N2,C19H24O9N2,1,5
C13H16O4N4,C19H28O7N4,1,5
C14H20O3N4,C20H32O6N4,1,5
C13H11O7N1,C19H23O10N1,1,5
C14H15O6N1,C20H27O9N1,1,5
C13H15O5N3,C19H27O8N3,1,5
C12H15O4N5,C18H27O7N5,1,5
C15H19O5N1,C21H31O8N1,1,5
C16H23O4N1,C22H35O7N1,1,5
C13H14O6N2,C19H26O9N2,1,5
C13H18O4N4,C19H30O7N4,1,5
C14H22O3N4,C20H34O6N4,1,5
C13H13O7N1,C19H25O10N1,1,5
C16H13O3N3,C22H25O6N3,1,5
C14H17O6N1,C20H29O9N1,1,5
C15H21O5N1,C21H33O8N1,1,5
C12H16O5N4,C18H28O8N4,1,5
C13H20O4N4,C19H32O7N4,1,5
C12H11O8N1,C18H23O11N1,1,5
C14H19O6N1,C20H31O9N1,1,5
C13H19O5N3,C19H31O8N3,1,5
C15H23O5N1,C21H35O8N1,1,5
C15H14O3N4,C21H26O6N4,1,5
C15H13O4N3,C21H25O7N3,1,5
C15H25O5N1,C21H37O8N1,1,5
C15H12O5N2,C21H24O8N2,1,5
C15H16O3N4,C21H28O6N4,1,5
C14H11O5N3,C20H23O8N3,1,5
C13H11O4N5,C19H23O7N5,1,5
C15H15O4N3,C21H27O7N3,1,5
C14H10O6N2,C20H22O9N2,1,5
C12H14O9,C18H26O12,1,5
C15H14O5N2,C21H26O8N2,1,5
C14H14O4N4,C20H26O7N4,1,5
C15H18O3N4,C21H30O6N4,1,5
C15H13O6N1,C21H25O9N1,1,5
C14H13O5N3,C20H25O8N3,1,5
C15H17O4N3,C21H29O7N3,1,5
C14H12O6N2,C20H24O9N2,1,5
C14H16O4N4,C20H28O7N4,1,5
C12H20O7N2,C18H32O10N2,1,5
C15H20O3N4,C21H32O6N4,1,5
C14H15O5N3,C20H27O8N3,1,5
C13H15O4N5,C19H27O7N5,1,5
C14H14O6N2,C20H26O9N2,1,5
C13H14O5N4,C19H26O8N4,1,5
C14H18O4N4,C20H30O7N4,1,5
C15H22O3N4,C21H34O6N4,1,5
C15H17O6N1,C21H29O9N1,1,5
C14H20O4N4,C20H32O7N4,1,5
C15H24O3N4,C21H36O6N4,1,5
C14H15O7N1,C20H27O10N1,1,5
C17H15O3N3,C23H27O6N3,1,5
C16H23O5N1,C22H35O8N1,1,5
C12H14O6N4,C18H26O9N4,1,5
C13H18O5N4,C19H30O8N4,1,5
C14H22O4N4,C20H34O7N4,1,5
C13H13O8N1,C19H25O11N1,1,5
C16H13O4N3,C22H25O7N3,1,5
C17H17O3N3,C23H29O6N3,1,5
C16H25O5N1,C22H37O8N1,1,5
C16H15O4N3,C22H27O7N3,1,5
C13H19O6N3,C19H31O9N3,1,5
C15H23O6N1,C21H35O9N1,1,5
C16H27O5N1,C22H39O8N1,1,5
C16H14O5N2,C22H26O8N2,1,5
C12H18O6N4,C18H30O9N4,1,5
C16H18O3N4,C22H30O6N4,1,5
C16H13O6N1,C22H25O9N1,1,5
C15H13O5N3,C21H25O8N3,1,5
C14H13O4N5,C20H25O7N5,1,5
C15H12O6N2,C21H24O9N2,1,5
C16H16O5N2,C22H28O8N2,1,5
C15H16O4N4,C21H28O7N4,1,5
C16H20O3N4,C22H32O6N4,1,5
C16H15O6N1,C22H27O9N1,1,5
C15H15O5N3,C21H27O8N3,1,5
C14H15O4N5,C20H27O7N5,1,5
C17H19O5N1,C23H31O8N1,1,5
C16H19O4N3,C22H31O7N3,1,5
C12H14O10,C18H26O13,1,5
C12H18O8N2,C18H30O11N2,1,5
C15H18O4N4,C21H30O7N4,1,5
C13H22O7N2,C19H34O10N2,1,5
C15H17O5N3,C21H29O8N3,1,5
C14H17O4N5,C20H29O7N5,1,5
C14H12O7N2,C20H24O10N2,1,5
C14H16O5N4,C20H28O8N4,1,5
C15H15O7N1,C21H27O10N1,1,5
C14H19O4N5,C20H31O7N5,1,5
C14H18O5N4,C20H30O8N4,1,5
C15H22O4N4,C21H34O7N4,1,5
C16H26O3N4,C22H38O6N4,1,5
C13H16O6N4,C19H28O9N4,1,5
C14H20O5N4,C20H32O8N4,1,5
C17H15O4N3,C23H27O7N3,1,5
C16H23O6N1,C22H35O9N1,1,5
C17H27O5N1,C23H39O8N1,1,5
C13H18O6N4,C19H30O9N4,1,5
C16H13O5N3,C22H25O8N3,1,5
C16H16O4N4,C22H28O7N4,1,5
C13H20O6N4,C19H32O9N4,1,5
C16H15O5N3,C22H27O8N3,1,5
C15H15O4N5,C21H27O7N5,1,5
C16H14O6N2,C22H26O9N2,1,5
C15H14O5N4,C21H26O8N4,1,5
C16H18O4N4,C22H30O7N4,1,5
C17H22O3N4,C23H34O6N4,1,5
C16H17O5N3,C22H29O8N3,1,5
C15H17O4N5,C21H29O7N5,1,5
C15H12O7N2,C21H24O10N2,1,5
C15H16O5N4,C21H28O8N4,1,5
C16H20O4N4,C22H32O7N4,1,5
C14H24O7N2,C20H36O10N2,1,5
C17H24O3N4,C23H36O6N4,1,5
C16H15O7N1,C22H27O10N1,1,5
C15H15O6N3,C21H27O9N3,1,5
C14H15O5N5,C20H27O8N5,1,5
C14H14O6N4,C20H26O9N4,1,5
C16H22O4N4,C22H34O7N4,1,5
C16H17O7N1,C22H29O10N1,1,5
C15H20O5N4,C21H32O8N4,1,5
C17H28O3N4,C23H40O6N4,1,5
C14H19O5N5,C20H31O8N5,1,5
C17H23O6N1,C23H35O9N1,1,5
C18H27O5N1,C24H39O8N1,1,5
C18H18O3N4,C24H30O6N4,1,5
C15H22O5N4,C21H34O8N4,1,5
C16H26O4N4,C22H38O7N4,1,5
C14H17O5N3S1,C20H29O8N3S1,1,5
C13H16O7N4,C19H28O10N4,1,5
C14H20O6N4,C20H32O9N4,1,5
C15H24O5N4,C21H36O8N4,1,5
C17H18O4N4,C23H30O7N4,1,5
C13H17O8N3,C19H29O11N3,1,5
C16H25O7N1,C22H37O10N1,1,5
C16H12O7N2,C22H24O10N2,1,5
C16H16O5N4,C22H28O8N4,1,5
C17H20O4N4,C23H32O7N4,1,5
C16H15O6N3,C22H27O9N3,1,5
C16H19O4N5,C22H31O7N5,1,5
C16H14O7N2,C22H26O10N2,1,5
C13H18O9N2,C19H30O12N2,1,5
C16H18O5N4,C22H30O8N4,1,5
C17H22O4N4,C23H34O7N4,1,5
C16H21O4N5,C22H33O7N5,1,5
C15H12O8N2,C21H24O11N2,1,5
C14H15O6N5,C20H27O9N5,1,5
C15H19O5N5,C21H31O8N5,1,5
C14H14O7N4,C20H26O10N4,1,5
C15H18O6N4,C21H30O9N4,1,5
C18H27O6N1,C24H39O9N1,1,5
C14H18O7N4,C20H30O10N4,1,5
C15H22O6N4,C21H34O9N4,1,5
C16H34O6S1,C22H46O9S1,1,5
